name,team,long,fpts,patm,pata,patmiss,fgm,fga,r019m,r019a,r2029m,22029a,r3039m,r3039a,r4049m,r4049a,r50m,r50a
0,0,0,0,1,0,-1,0,0,3,0,3,0,3,0,4,0,5,0
