name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Colin Kaepernick,SF,8,226,331,196,2241,16,4,0,69,468,2,1,0,0,0,0,3,0
Trevor Siemian,Den,11,223,486,289,3401,18,10,1,28,57,0,0,0,0,0,0,2,0
Ryan Tannehill,Mia,8,221,389,261,2995,19,12,1,39,164,1,0,0,0,0,0,3,0
Brock Osweiler,Hou,9,190,510,301,2957,15,16,0,30,131,2,0,1,-14,0,0,1,0
Ryan Fitzpatrick,NYJ,11,147,403,228,2710,12,17,0,33,130,0,0,0,0,0,0,1,0
Case Keenum,LA,8,122,322,196,2201,9,11,0,20,51,1,0,0,0,0,0,1,0
Brian Hoyer,Chi,9,90,200,134,1445,6,0,0,7,-2,0,0,0,0,0,0,1,0
Cody Kessler,Cle,13,85,195,128,1380,6,2,1,11,18,0,0,0,0,0,0,1,0
Matt Barkley,Chi,9,85,216,129,1611,8,14,0,7,2,0,0,1,2,1,0,2,0
Blaine Gabbert,SF,8,79,160,91,925,5,6,0,40,173,2,0,1,-16,0,0,0,0
Matt Moore,Mia,8,69,87,55,721,8,3,0,1,-1,0,0,0,0,0,0,0,0
Robert Griffin III,Cle,13,67,147,87,886,2,3,0,31,190,2,0,0,0,0,0,1,0
Josh McCown,Cle,13,65,165,90,1100,6,6,1,7,21,0,0,0,0,0,0,4,0
Jared Goff,LA,8,61,205,112,1089,5,7,0,8,16,1,0,0,0,0,0,2,0
Jay Cutler,Chi,9,54,137,81,1059,4,5,0,5,24,0,0,0,0,0,0,2,0
Jimmy Garoppolo,NE,9,43,63,43,502,4,0,0,10,6,0,0,1,3,0,0,1,0
Landry Jones,Pit,8,42,86,53,558,4,2,0,6,-4,0,0,0,0,0,0,0,0
Bryce Petty,NYJ,11,36,133,75,809,3,7,0,5,19,0,1,0,0,0,0,1,0
Nick Foles,KC,5,33,55,36,410,3,0,0,4,-4,0,0,0,0,0,0,0,0
Paxton Lynch,Den,11,30,83,49,497,2,1,0,11,25,0,0,0,0,0,0,0,0
Jacoby Brissett,NE,9,27,55,34,400,0,0,0,16,83,1,0,0,0,0,0,1,0
Derek Anderson,Car,7,20,53,36,453,2,5,1,1,4,0,0,0,0,0,0,1,0
Tom Savage,Hou,9,18,73,46,461,0,0,0,6,12,0,0,0,0,0,0,1,0
Matt Cassel,Ten,13,18,51,30,284,2,2,0,4,3,0,0,0,0,0,0,0,0
Kevin Hogan,Cle,13,16,26,14,104,0,2,0,8,105,1,0,0,0,0,0,0,0
Charlie Whitehurst,Cle,13,11,24,14,182,1,1,0,2,1,0,0,0,0,0,0,0,0
Drew Stanton,Ari,9,11,48,19,192,2,3,0,3,-3,0,0,0,0,0,0,0,0
Mike Glennon,TB,6,11,11,10,75,1,0,1,0,0,0,0,0,0,0,0,0,0
Scott Tolzien,Ind,10,10,37,23,216,1,2,0,6,3,0,0,0,0,0,0,0,0
Shaun Hill,Min,6,9,35,19,242,0,0,0,5,5,0,0,0,0,0,0,0,0
Connor Cook,Oak,10,9,21,14,150,1,1,0,0,0,0,0,0,0,0,0,1,0
Geno Smith,NYJ,11,8,14,8,126,1,1,0,2,9,0,0,0,0,0,0,0,0
Trevone Boykin,Sea,5,8,18,13,145,1,1,0,8,1,0,0,0,0,0,0,0,0
Tony Romo,Dal,7,7,4,3,29,1,0,0,0,0,0,0,0,0,0,0,0,0
E.J. Manuel,Buf,10,6,26,11,131,0,0,1,8,22,0,0,0,0,0,0,1,0
Matt McGloin,Oak,10,1,15,8,50,0,0,0,3,-3,0,0,0,0,0,0,0,0
