name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Aaron Rodgers,GB,8,475,502,343,4643,45,6,0,60,257,3,0,0,0,0,0,0,0
Drew Brees,NO,11,473,657,468,5476,46,14,2,21,86,1,0,0,0,0,0,1,0
Tom Brady,NE,7,432,611,401,5235,39,12,0,43,109,3,0,0,0,0,0,2,0
Matthew Stafford,Det,9,416,663,421,5038,41,16,2,22,78,0,0,0,0,0,0,1,0
Cam Newton,Car,9,396,517,310,4051,21,17,2,126,706,14,0,1,27,0,0,2,0
Eli Manning,NYG,7,335,589,359,4933,29,16,0,35,15,1,0,0,0,0,0,4,0
Tony Romo,Dal,5,330,522,346,4184,31,10,0,22,46,1,0,0,0,0,0,3,0
Matt Ryan,Atl,8,321,566,347,4177,29,12,0,37,84,2,0,0,0,0,0,3,0
Philip Rivers,SD,6,305,582,366,4624,27,20,1,26,36,1,0,0,0,0,0,5,0
Mark Sanchez,NYJ,8,287,543,308,3474,26,18,0,37,103,6,0,0,0,0,0,8,0
Michael Vick,Phi,7,262,423,253,3303,18,14,0,76,589,1,0,0,0,0,0,4,0
Ryan Fitzpatrick,Buf,7,257,569,353,3832,24,23,0,56,215,0,1,0,0,0,0,2,0
Ben Roethlisberger,Pit,11,253,513,324,4077,21,14,0,31,70,0,0,0,0,0,0,5,0
Joe Flacco,Bal,5,241,542,312,3610,20,12,0,39,88,1,0,1,-8,0,0,6,0
Alex Smith,SF,7,237,445,273,3144,17,5,1,52,179,2,0,0,0,0,0,2,0
Andy Dalton,Cin,7,237,516,300,3398,20,13,0,37,152,1,0,0,0,0,0,2,0
Josh Freeman,TB,8,227,551,346,3592,16,22,2,55,238,4,0,0,-4,0,0,5,0
Tim Tebow,Den,6,216,271,126,1729,12,6,0,122,660,6,2,0,0,0,0,6,0
Matt Hasselbeck,Ten,6,215,518,319,3571,18,14,0,20,52,0,0,0,0,0,0,1,0
Matt Moore,Mia,5,183,347,210,2497,16,9,0,32,65,2,0,0,0,0,0,6,0
Matt Schaub,Hou,11,182,292,178,2479,15,6,0,15,9,2,0,0,0,0,0,1,0
Colt McCoy,Cle,5,179,463,265,2733,14,11,0,61,212,0,0,1,-5,0,0,2,0
Tarvaris Jackson,Sea,6,179,450,271,3091,14,13,0,40,108,1,0,0,0,0,0,5,0
Rex Grossman,Was,5,178,458,265,3151,16,20,0,20,11,1,0,0,0,0,0,5,0
Jay Cutler,Chi,8,159,314,182,2319,13,7,0,18,55,1,0,0,0,0,0,3,0
Carson Palmer,Oak,8,156,328,199,2753,13,16,0,16,20,1,0,0,0,0,0,1,0
Christian Ponder,Min,9,136,291,158,1853,13,13,0,28,219,0,0,0,0,0,0,2,0
Blaine Gabbert,Jax,9,130,413,210,2214,12,11,0,48,98,0,0,0,0,0,0,5,0
John Skelton,Ari,6,116,275,151,1913,11,14,0,28,128,0,0,0,0,0,0,1,0
Kevin Kolb,Ari,6,115,253,146,1955,9,8,0,17,65,0,0,0,0,0,0,3,0
Matt Cassel,KC,6,113,269,160,1713,10,9,0,25,99,0,0,1,-4,0,0,2,0
Sam Bradford,Stl,5,103,357,191,2164,6,6,0,18,26,0,0,0,0,0,0,7,0
Kyle Orton,Den,6,101,252,150,1758,9,9,0,11,13,0,0,0,0,0,0,2,0
Jason Campbell,Oak,8,87,165,100,1170,6,4,0,18,60,2,0,0,0,0,0,1,0
Curtis Painter,Ind,11,82,243,132,1541,6,9,0,17,107,0,0,0,0,0,0,3,0
Donovan McNabb,Min,9,70,156,94,1026,4,2,0,14,59,1,0,0,0,0,0,0,0
