name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Dan Orlovsky,Ind,11,69,193,122,1201,6,4,0,6,5,0,0,0,0,0,0,3,0
Chad Henne,Mia,5,64,112,64,868,4,4,0,15,112,1,0,0,0,0,0,0,0
Matt Flynn,GB,8,57,49,33,518,6,2,0,13,-6,1,0,0,0,0,0,1,0
Jake Locker,Ten,6,54,66,34,542,4,0,0,8,56,1,0,0,0,0,0,0,0
John Beck,Was,5,53,132,80,858,2,4,1,10,43,2,0,0,0,0,0,1,0
Joe Webb,Min,9,52,63,34,376,3,2,0,22,154,2,0,1,9,0,0,1,0
T.J. Yates,Hou,11,49,134,82,949,3,3,0,14,57,0,0,0,0,0,0,3,0
Vince Young,Phi,7,47,114,66,866,4,9,0,18,79,0,0,0,0,0,0,0,0
Kellen Clemens,Stl,5,39,91,48,546,2,1,0,6,37,1,0,0,0,0,0,0,0
Seneca Wallace,Cle,5,36,107,55,567,2,2,0,7,70,0,0,1,21,0,0,1,0
Caleb Hanie,Chi,8,32,102,51,613,3,9,0,13,98,0,0,0,0,0,0,0,0
Tyler Palko,KC,6,27,134,80,796,2,7,0,5,15,0,0,0,0,0,0,1,0
Josh McCown,Chi,8,27,55,35,414,2,4,0,12,68,0,1,0,0,0,0,0,0
Kerry Collins,Ind,11,24,98,48,481,2,1,0,2,-1,0,0,0,0,0,0,3,0
A.J. Feeley,Stl,5,20,97,53,548,1,2,0,3,4,0,0,0,0,0,0,2,0
Stephen McGee,Dal,5,15,38,24,182,1,0,0,4,28,0,0,0,0,0,0,0,0
Josh Johnson,TB,8,14,36,19,246,1,2,0,11,67,0,0,0,0,0,0,1,0
Charlie Whitehurst,Sea,6,13,56,27,298,1,1,0,4,13,0,0,0,0,0,0,1,0
Jake Delhomme,Hou,11,13,28,18,211,1,0,0,0,0,0,0,0,0,0,0,1,0
Matt Leinart,Hou,11,8,13,10,57,1,0,0,1,-1,0,0,0,0,0,0,0,0
Bruce Gradkowski,Cin,7,7,18,8,109,1,1,0,3,1,0,0,0,0,0,0,0,0
Charlie Batch,Pit,11,6,24,15,208,0,1,0,3,-2,0,0,0,0,0,0,0,0
Richard Bartel,Ari,6,6,22,10,86,1,1,0,1,9,0,0,0,0,0,0,0,0
Jon Kitna,Dal,5,5,10,6,87,1,2,0,3,-2,0,0,0,0,0,0,0,0
