name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Chris Johnson,Ari,9,98,0,0,0,0,0,0,196,814,3,0,6,58,0,0,2,0
Duke Johnson,Cle,11,90,0,0,0,0,0,0,104,379,0,0,61,534,2,0,0,0
Javorius Allen,Bal,9,89,0,0,0,0,0,0,137,514,1,0,45,353,2,0,2,0
Shane Vereen,NYG,11,88,0,0,0,0,0,0,61,260,0,0,59,494,4,0,0,0
Theo Riddick,Det,9,88,0,0,0,0,0,0,43,133,0,0,80,697,3,0,1,0
Matt Jones,Was,8,88,0,0,0,0,0,0,144,490,3,0,19,304,1,0,4,0
Alfred Blue,Hou,9,86,0,0,0,0,0,0,183,698,2,0,15,109,1,0,1,0
Justin Forsett,Bal,9,83,0,0,0,0,0,0,151,641,2,0,31,153,0,0,0,0
Le'Veon Bell,Pit,11,83,0,0,0,0,0,0,113,556,3,0,24,136,0,0,0,0
Darren Sproles,Phi,8,82,0,0,0,0,0,0,83,317,3,0,55,388,1,0,0,0
Antonio Andrews,Ten,4,81,1,1,41,1,0,0,143,520,3,0,21,174,0,0,1,0
Ameer Abdullah,Det,9,80,0,0,0,0,0,0,143,597,2,0,25,183,1,0,2,0
Bilal Powell,NYJ,5,79,0,0,0,0,0,0,70,313,1,0,47,388,2,0,0,0
Alfred Morris,Was,8,79,0,0,0,0,0,0,202,751,1,0,10,55,0,0,0,0
Dion Lewis,NE,4,78,0,0,0,0,0,0,49,234,2,0,36,388,2,0,1,0
Jamaal Charles,KC,9,77,0,0,0,0,0,0,71,364,4,0,21,177,1,0,2,0
James White,NE,4,73,0,0,0,0,0,0,22,56,2,0,40,410,4,0,0,0
Spencer Ware,KC,9,72,0,0,0,0,0,0,72,403,6,0,6,5,0,0,0,0
Joique Bell,Det,9,72,0,0,0,0,0,0,90,311,4,0,22,286,0,0,0,0
Tim Hightower,NO,11,71,0,0,0,0,0,0,96,375,4,0,12,129,0,0,0,0
Melvin Gordon,SD,10,68,0,0,0,0,0,0,184,641,0,0,33,192,0,0,4,0
Marshawn Lynch,Sea,9,66,0,0,0,0,0,0,111,417,3,1,13,80,0,0,0,0
Carlos Hyde,SF,10,66,0,0,0,0,0,0,115,470,3,0,11,53,0,0,0,0
Joseph Randle,Dal,6,60,0,0,0,0,0,0,76,315,4,0,10,86,0,0,0,0
Mike Tolbert,Car,5,53,0,0,0,0,0,0,62,256,1,0,18,154,3,0,0,0
Andre Ellington,Ari,9,53,0,0,0,0,0,0,45,289,3,0,15,148,0,0,1,0
Dexter McCluster,Ten,4,52,0,0,0,0,0,0,55,247,1,0,31,260,1,1,2,0
Arian Foster,Hou,9,52,0,0,0,0,0,0,63,163,1,0,22,227,2,0,1,0
Jerick McKinnon,Min,5,51,0,0,0,0,0,0,52,271,2,0,21,173,1,0,0,0
Kyle Juszczyk,Bal,9,50,0,0,0,0,0,0,2,3,0,0,41,321,4,0,0,0
Chris Thompson,Was,8,48,0,0,0,0,0,0,35,216,0,0,35,240,2,0,0,0
Jonathan Grimes,Hou,9,48,1,0,0,0,0,0,56,282,1,1,26,173,1,0,0,0
Khiry Robinson,NO,11,46,0,0,0,0,0,0,56,180,4,0,17,115,0,0,0,0
Brandon Bolden,NE,4,46,0,0,0,0,0,0,63,207,0,0,19,180,2,0,0,0
Chris Polk,Hou,9,44,0,0,0,0,0,0,99,334,1,0,16,109,1,0,0,0
Shaun Draughn,SF,10,44,0,0,0,0,0,0,78,273,1,0,27,176,0,0,0,0
Mike Gillislee,Buf,8,43,0,0,0,0,0,0,47,267,3,0,6,29,0,0,1,0
Bishop Sankey,Ten,4,40,0,0,0,0,0,0,47,193,1,0,14,139,1,0,1,0
Tevin Coleman,Atl,10,40,0,0,0,0,0,0,87,392,1,0,2,14,0,0,3,0
C.J. Spiller,NO,11,39,0,0,0,0,0,0,36,112,0,0,34,239,2,0,0,0
Fred Jackson,Sea,9,35,0,0,0,0,0,0,26,100,0,0,32,257,2,0,1,0
Donald Brown,SD,10,35,0,0,0,0,0,0,59,229,1,0,8,88,0,0,0,0
Ka'Deem Carey,Chi,7,31,0,0,0,0,0,0,43,159,2,0,3,19,1,0,1,0
Jay Ajayi,Mia,5,31,0,0,0,0,0,0,49,187,1,1,7,90,0,0,0,0
Benny Cunningham,Stl,6,30,0,0,0,0,0,0,37,140,0,0,26,250,0,0,0,0
Andre Williams,NYG,11,28,0,0,0,0,0,0,88,257,1,1,1,7,0,0,0,0
Ahmad Bradshaw,Ind,10,28,0,0,0,0,0,0,31,85,0,0,10,64,3,0,0,0
Tre Mason,Stl,6,27,0,0,0,0,0,0,75,207,1,0,18,88,0,0,1,0
Lance Dunbar,Dal,6,26,0,0,0,0,0,0,5,67,0,0,21,215,0,0,0,0
De'Anthony Thomas,KC,9,25,0,0,0,0,0,0,9,34,1,0,17,140,1,0,1,0
DuJuan Harris,SF,10,25,0,0,0,0,0,0,48,189,0,0,9,97,0,0,1,0
Cameron Artis-Payne,Car,5,25,0,0,0,0,0,0,45,183,1,0,5,58,0,0,0,0
Robert Turbin,Cle,11,24,0,0,0,0,0,0,50,199,1,0,7,23,0,0,0,0
Zach Line,Min,5,24,0,0,0,0,0,0,6,10,2,0,6,95,1,0,0,0
Travaris Cadet,SF,10,23,1,0,0,0,0,0,11,28,0,0,17,214,1,0,1,0
Christine Michael,Sea,9,22,0,0,0,0,0,0,54,243,0,0,3,16,0,0,0,0
Jonas Gray,Jax,8,22,0,0,0,0,0,0,45,176,0,0,7,76,0,0,0,0
Orleans Darkwa,NYG,11,20,0,0,0,0,0,0,36,153,1,0,3,31,0,0,0,0
Damien Williams,Mia,5,19,0,0,0,0,0,0,16,59,0,0,21,142,1,0,1,0
Fozzy Whittaker,Car,5,19,0,0,0,0,0,0,25,108,1,0,12,64,0,0,0,0
Terrance West,Ten,4,19,0,0,0,0,0,0,62,231,0,0,4,21,0,0,2,0
Jamize Olawale,Oak,6,19,0,0,0,0,0,0,24,110,1,0,9,84,0,0,0,0
Kerwynn Williams,Ari,9,18,0,0,0,0,0,0,27,142,1,0,2,16,0,0,1,0
Patrick DiMarco,Atl,10,18,0,0,0,0,0,0,1,0,0,0,13,110,2,0,0,0
David Cobb,Ten,4,18,0,0,0,0,0,0,52,146,1,0,1,-2,0,0,0,0
Branden Oliver,SD,10,17,0,0,0,0,0,0,31,108,0,0,13,112,0,0,0,0
John Kuhn,GB,7,17,0,0,0,0,0,0,9,28,2,0,6,56,0,0,0,0
