name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Malcom Floyd,SD,10,103,0,0,0,0,0,0,0,0,0,0,37,717,6,0,0,0
Michael Crabtree,SF,9,103,0,0,0,0,0,0,0,0,0,0,55,741,6,0,0,0
Davone Bess,Mia,5,102,0,0,0,0,0,0,2,-3,0,0,79,820,5,0,2,0
Chad Johnson,Cin,6,100,1,0,0,0,0,0,0,0,0,0,67,831,4,0,0,0
Anthony Armstrong,Was,9,99,0,0,0,0,0,0,0,0,0,0,44,871,3,0,1,0
Nate Washington,Ten,9,97,0,0,0,0,0,0,1,-8,0,0,42,687,6,0,0,0
Hines Ward,Pit,5,97,0,0,0,0,0,0,1,-2,0,0,59,755,5,0,1,0
Nate Burleson,Det,7,96,0,0,0,0,0,0,7,81,0,0,55,625,6,0,2,0
Jabar Gaffney,Den,9,93,0,0,0,0,0,0,0,0,0,0,65,875,2,0,0,0
Mike Sims-Walker,Jax,9,92,0,0,0,0,0,0,0,0,0,0,43,562,7,0,1,0
James Jones,GB,10,91,0,0,0,0,0,0,0,0,0,0,50,679,5,0,1,0
Robert Meachem,NO,10,88,0,0,0,0,0,0,4,14,0,0,44,638,5,0,0,0
Dez Bryant,Dal,4,87,0,0,0,0,0,0,1,0,0,0,45,561,6,0,1,0
Kevin Walter,Hou,7,86,0,0,0,0,0,0,0,0,0,0,51,621,5,0,0,0
Danny Amendola,Stl,9,84,0,0,0,0,0,0,7,81,0,0,85,689,3,0,1,0
Mike Williams,Sea,5,80,0,0,0,0,0,0,1,0,0,0,65,751,2,0,0,0
Roy Williams,Dal,4,78,0,0,0,0,0,0,0,0,0,0,37,530,5,1,2,0
Jacoby Ford,Oak,10,78,0,0,0,0,0,0,10,155,2,0,25,470,2,0,1,0
Eddie Royal,Den,9,77,0,0,0,0,0,0,6,61,0,0,59,627,3,0,2,0
Josh Morgan,SF,9,76,0,0,0,0,0,0,2,17,0,0,44,698,2,0,1,0
Lee Evans,Buf,6,76,0,0,0,0,0,0,0,0,0,0,37,578,4,0,1,0
Donald Driver,GB,10,75,0,0,0,0,0,0,0,0,0,0,51,565,4,0,1,0
Steve Breaston,Ari,6,75,2,1,17,0,0,0,3,35,0,0,47,718,1,0,0,0
Jacoby Jones,Hou,7,73,0,0,0,0,0,0,2,7,0,0,51,562,3,1,0,0
Ben Obomanu,Sea,5,72,0,0,0,0,0,0,2,17,0,0,30,494,4,2,0,0
Jordan Shipley,Cin,6,71,0,0,0,0,0,0,0,0,0,0,52,600,3,0,0,0
Brandon Gibson,Stl,9,70,0,0,0,0,0,0,3,28,0,0,53,620,2,0,0,0
Steve Smith,NYG,8,68,0,0,0,0,0,0,0,0,0,0,48,529,3,0,0,0
Louis Murphy,Oak,10,68,0,0,0,0,0,0,1,43,0,0,41,609,2,0,1,0
Earl Bennett,Chi,8,68,0,0,0,0,0,0,2,9,0,0,46,561,3,0,0,0
Brian Hartline,Mia,5,65,0,0,0,0,0,0,2,27,0,0,43,615,1,0,1,0
David Gettis,Car,6,65,0,0,0,0,0,0,3,2,0,0,37,508,3,0,0,0
Randy Moss,Ten,9,64,0,0,0,0,0,0,0,0,0,0,28,393,5,0,0,0
Blair White,Ind,7,62,0,0,0,0,0,0,0,0,0,0,36,355,5,0,0,0
Jordy Nelson,GB,10,61,0,0,0,0,0,0,0,0,0,0,45,582,2,0,3,0
Mohamed Massaquoi,Cle,8,61,1,1,29,1,0,0,1,-3,0,0,36,483,2,0,1,0
Brandon Tate,NE,5,60,0,0,0,0,0,0,5,62,0,0,24,432,3,0,1,0
Jason Avant,Phi,8,60,0,0,0,0,0,0,0,0,0,0,51,573,1,1,0,0
Steve Smith,Car,6,59,0,0,0,0,0,0,1,9,0,0,46,554,2,0,2,0
Marcel Reece,Oak,10,57,0,0,0,0,0,0,30,122,1,0,25,333,3,0,1,0
Michael Jenkins,Atl,8,57,0,0,0,0,0,0,0,0,0,0,41,505,2,0,0,0
Deon Butler,Sea,5,57,0,0,0,0,0,0,2,6,0,0,36,385,4,0,0,0
Brandon LaFell,Car,6,54,1,0,0,0,0,0,1,60,0,0,38,468,1,0,0,0
Patrick Crayton,SD,10,54,1,0,0,0,0,0,0,0,0,0,28,514,1,0,0,0
T.J. Houshmandzadeh,Bal,8,51,0,0,0,0,0,0,0,0,0,0,30,398,3,0,0,0
Roscoe Parrish,Buf,6,49,0,0,0,0,0,0,3,23,0,0,33,400,2,0,0,0
David Nelson,Buf,6,49,0,0,0,0,0,0,0,0,0,0,31,353,3,0,0,0
Devery Henderson,NO,10,47,0,0,0,0,0,0,3,8,0,0,34,464,1,0,0,0
Jerricho Cotchery,NYJ,7,47,0,0,0,0,0,0,4,-3,0,0,41,433,2,0,0,0
Arrelious Benn,TB,4,46,0,0,0,0,0,0,6,35,0,0,25,395,2,0,0,0
Brian Robiskie,Cle,8,45,0,0,0,0,0,0,0,0,0,0,29,310,3,0,0,0
Jerome Simpson,Cin,6,43,0,0,0,0,0,0,1,2,0,0,20,277,3,0,2,0
Emmanuel Sanders,Pit,5,43,0,0,0,0,0,0,0,0,0,0,28,376,2,0,1,0
Darrius Heyward-Bey,Oak,10,43,0,0,0,0,0,0,4,48,0,0,26,366,1,0,1,0
Vincent Jackson,SD,10,42,0,0,0,0,0,0,1,14,0,0,14,248,3,0,0,0
Laurent Robinson,Stl,9,40,0,0,0,0,0,0,2,-14,0,0,34,344,2,0,0,0
Legedu Naanee,SD,10,40,0,0,0,0,0,0,3,-2,0,0,23,371,1,1,1,0
Mark Clayton,Stl,9,40,0,0,0,0,0,0,1,6,0,0,23,306,2,0,0,0
Andre Roberts,Ari,6,39,0,0,0,0,0,0,0,0,0,0,24,307,2,0,1,0
Brad Smith,NYJ,7,38,3,2,6,1,0,0,38,299,1,0,4,44,0,0,1,0
Sidney Rice,Min,4,38,0,0,0,0,0,0,0,0,0,0,17,280,2,0,0,0
Seyi Ajirotutu,SD,10,35,0,0,0,0,0,0,0,0,0,0,13,262,2,0,0,0
Demaryius Thomas,Den,9,34,0,0,0,0,0,0,2,1,0,0,22,283,2,0,2,0
Antwaan Randle El,Pit,5,34,2,2,42,2,0,0,1,2,0,0,22,253,0,0,0,0
Joshua Cribbs,Cle,8,34,3,2,19,0,0,0,20,66,0,0,23,292,1,0,0,0
Danario Alexander,Stl,9,34,0,0,0,0,0,0,0,0,0,0,20,306,1,0,0,0
Chansi Stuckey,Cle,8,33,0,0,0,0,0,0,3,9,1,0,40,346,0,0,2,0
