name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Kendall Wright,Ten,13,56,0,0,0,0,0,0,1,15,0,0,29,416,3,0,0,0
Marquise Goodwin,Buf,10,56,0,0,0,0,0,0,0,0,0,0,29,431,3,0,0,0
Devin Funchess,Car,7,55,0,0,0,0,0,0,0,0,0,0,23,371,4,1,0,0
Corey Coleman,Cle,13,54,0,0,0,0,0,0,2,10,0,0,33,413,3,0,0,0
Sammy Watkins,Buf,10,53,0,0,0,0,0,0,0,0,0,0,28,430,2,0,0,0
Sammie Coates,Pit,8,52,0,0,0,0,0,0,4,14,0,0,21,435,2,0,0,0
Cordarrelle Patterson,Min,6,50,0,0,0,0,0,0,7,43,0,0,52,453,2,0,0,0
Jermaine Kearse,Sea,5,49,0,0,0,0,0,0,0,0,0,0,41,510,1,0,0,0
Eddie Royal,Chi,9,47,0,0,0,0,0,0,0,0,0,0,33,369,2,0,0,0
Albert Wilson,KC,5,46,0,0,0,0,0,0,2,50,1,0,31,279,2,0,0,0
Chris Conley,KC,5,46,0,0,0,0,0,0,0,0,0,0,44,530,0,0,0,0
Dorial Green-Beckham,Phi,4,45,0,0,0,0,0,0,0,0,0,0,36,392,2,0,0,0
Nelson Agholor,Phi,4,45,0,0,0,0,0,0,5,14,0,0,36,365,2,1,0,0
Andrew Hawkins,Cle,13,44,0,0,0,0,0,0,2,0,0,0,33,324,3,0,0,0
Danny Amendola,NE,9,43,0,0,0,0,0,0,0,0,0,0,23,243,4,0,1,0
Torrey Smith,SF,8,40,0,0,0,0,0,0,0,0,0,0,20,267,3,0,0,0
Russell Shepard,TB,6,40,0,0,0,0,0,0,1,9,0,0,23,341,2,0,0,0
Aldrick Robinson,Atl,11,39,0,0,0,0,0,0,0,0,0,0,20,323,2,0,0,0
Justin Hunter,Buf,10,39,0,0,0,0,0,0,0,0,0,0,10,189,4,0,0,0
Justin Hardy,Atl,11,39,0,0,0,0,0,0,0,0,0,0,21,203,4,0,0,0
