name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Antonio Brown,Pit,12,249,2,2,20,1,0,0,4,13,0,0,129,1698,13,1,2,0
Demaryius Thomas,Den,4,223,0,0,0,0,0,0,0,0,0,0,111,1619,11,1,0,0
Jordy Nelson,GB,9,221,0,0,0,0,0,0,0,0,0,0,98,1519,13,0,0,0
Dez Bryant,Dal,11,221,0,0,0,0,0,0,0,0,0,0,88,1320,16,0,0,0
Odell Beckham Jr.,NYG,8,198,1,0,0,0,0,0,7,35,0,0,91,1305,12,0,1,0
Randall Cobb,GB,9,193,0,0,0,0,0,0,11,37,0,0,91,1287,12,1,2,0
Emmanuel Sanders,Den,4,192,0,0,0,0,0,0,8,44,0,0,101,1404,9,1,0,0
Julio Jones,Atl,9,184,0,0,0,0,0,0,1,1,0,0,104,1593,6,0,1,0
Jeremy Maclin,Phi,7,182,0,0,0,0,0,0,0,0,0,0,85,1318,10,0,0,0
T.Y. Hilton,Ind,10,173,0,0,0,0,0,0,2,20,0,0,82,1345,7,0,1,0
Mike Evans,TB,7,168,0,0,0,0,0,0,0,0,0,0,68,1051,12,0,0,0
Alshon Jeffery,Chi,9,167,0,0,0,0,0,0,6,33,0,0,85,1133,10,0,0,0
Golden Tate,Det,9,151,0,0,0,0,0,0,5,30,0,0,99,1331,4,0,0,0
Calvin Johnson,Det,9,149,0,0,0,0,0,0,0,0,0,0,71,1077,8,0,0,0
DeAndre Hopkins,Hou,10,147,0,0,0,0,0,0,0,0,0,0,76,1210,6,0,1,0
Kelvin Benjamin,Car,12,145,0,0,0,0,0,0,0,0,0,0,73,1008,9,0,1,0
DeSean Jackson,Was,10,144,0,0,0,0,0,0,4,7,0,0,56,1169,6,0,0,0
Mike Wallace,Mia,5,138,1,0,0,0,0,0,4,16,0,0,67,862,10,0,1,0
Torrey Smith,Bal,11,137,0,0,0,0,0,0,0,0,0,0,49,767,11,0,0,0
Steve Smith,Bal,11,134,0,0,0,0,0,0,0,0,0,0,79,1065,6,0,1,0
A.J. Green,Cin,4,134,0,0,0,0,0,0,2,2,0,0,69,1041,6,0,2,0
Brandon LaFell,NE,10,131,0,0,0,0,0,0,2,13,0,0,74,953,7,0,1,0
Anquan Boldin,SF,8,130,1,0,0,0,0,0,1,4,0,0,83,1062,5,0,0,0
Roddy White,Atl,9,128,0,0,0,0,0,0,0,0,0,0,80,921,7,0,1,0
Jordan Matthews,Phi,7,127,0,0,0,0,0,0,0,0,0,0,67,872,8,0,0,0
Sammy Watkins,Buf,9,125,0,0,0,0,0,0,2,8,0,0,65,982,6,0,1,0
Julian Edelman,NE,10,121,0,0,0,0,0,0,10,94,0,0,92,972,4,0,0,0
Eric Decker,NYJ,11,120,0,0,0,0,0,0,0,0,0,0,74,962,5,0,0,0
Malcom Floyd,SD,10,116,0,0,0,0,0,0,0,0,0,0,52,856,6,0,0,0
Mohamed Sanu,Cin,4,115,3,3,79,1,0,0,7,51,0,0,56,790,5,1,0,0
Eddie Royal,SD,10,114,0,0,0,0,0,0,3,14,0,0,62,778,7,0,1,0
Brandon Marshall,Chi,9,114,0,0,0,0,0,0,0,0,0,0,61,721,8,0,1,0
Marques Colston,NO,6,114,0,0,0,0,0,0,0,0,0,0,59,902,5,0,1,0
Michael Floyd,Ari,4,112,0,0,0,0,0,0,1,2,0,0,47,841,6,0,1,0
Kendall Wright,Ten,9,105,0,0,0,0,0,0,4,54,0,0,57,715,6,0,1,0
Vincent Jackson,TB,7,105,0,0,0,0,0,0,0,0,0,0,70,1002,2,0,1,0
Kenny Stills,NO,6,104,0,0,0,0,0,0,1,-2,0,0,63,931,3,0,0,0
Terrance Williams,Dal,11,103,0,0,0,0,0,0,0,0,0,0,37,621,8,0,0,0
Rueben Randle,NYG,8,103,0,0,0,0,0,0,0,0,0,0,71,938,3,0,0,0
Greg Jennings,Min,10,103,0,0,0,0,0,0,0,0,0,0,59,742,6,0,0,0
Andre Johnson,Hou,10,101,0,0,0,0,0,0,0,0,0,0,85,936,3,0,3,0
Martavis Bryant,Pit,12,100,0,0,0,0,0,0,3,12,0,0,26,549,8,0,0,0
Allen Hurns,Jax,11,96,0,0,0,0,0,0,0,0,0,0,51,677,6,0,0,0
James Jones,Oak,5,95,0,0,0,0,0,0,0,0,0,0,73,666,6,0,1,0
Jarvis Landry,Mia,5,94,0,0,0,0,0,0,2,-4,0,0,84,758,5,0,4,0
John Brown,Ari,4,94,0,0,0,0,0,0,3,-6,0,0,48,696,5,0,0,0
Doug Baldwin,Sea,0,94,0,0,0,0,0,0,1,8,0,0,66,825,3,0,0,0
Robert Woods,Buf,9,93,0,0,0,0,0,0,0,0,0,0,65,699,5,1,1,0
Keenan Allen,SD,10,93,0,0,0,0,0,0,0,0,0,0,77,783,4,0,2,0
Andrew Hawkins,Cle,4,87,0,0,0,0,0,0,3,15,0,0,63,824,2,0,0,0
Michael Crabtree,SF,8,87,0,0,0,0,0,0,1,4,0,0,68,698,4,0,0,0
Andre Holmes,Oak,5,86,0,0,0,0,0,0,0,0,0,0,47,693,4,0,0,0
Kenny Britt,Stl,4,86,0,0,0,0,0,0,2,14,0,0,48,748,3,0,0,0
Denard Robinson,Jax,11,85,1,0,0,0,0,0,135,582,4,0,23,124,0,0,2,0
Pierre Garcon,Was,10,85,1,0,0,0,0,0,0,0,0,0,68,752,3,0,0,0
Larry Fitzgerald,Ari,4,85,0,0,0,0,0,0,0,0,0,0,63,784,2,0,1,0
