name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Josh Gordon,Cle,10,221,0,0,0,0,0,0,5,88,0,0,87,1646,9,0,0,0
Demaryius Thomas,Den,9,220,0,0,0,0,0,0,0,0,0,0,92,1430,14,0,0,0
Calvin Johnson,Det,9,213,0,0,0,0,0,0,0,0,0,0,84,1492,12,0,1,0
A.J. Green,Cin,12,203,0,0,0,0,0,0,0,0,0,0,98,1426,11,0,0,0
Brandon Marshall,Chi,8,198,0,0,0,0,0,0,0,0,0,0,100,1295,12,2,0,0
Dez Bryant,Dal,11,195,0,0,0,0,0,0,1,1,0,0,93,1233,13,0,1,0
Antonio Brown,Pit,5,191,1,1,15,0,0,0,7,4,0,0,110,1499,8,0,0,0
Eric Decker,Den,9,188,0,0,0,0,0,0,0,0,0,0,87,1288,11,0,1,0
Alshon Jeffery,Chi,8,187,0,0,0,0,0,0,16,105,0,0,89,1421,7,1,1,0
DeSean Jackson,Phi,12,182,0,0,0,0,0,0,3,2,0,0,82,1332,9,0,0,0
Jordy Nelson,GB,4,173,0,0,0,0,0,0,0,0,0,0,85,1314,8,0,0,0
Andre Johnson,Hou,8,161,0,0,0,0,0,0,0,0,0,0,109,1407,5,0,0,0
Vincent Jackson,TB,5,156,0,0,0,0,0,0,1,0,0,0,78,1224,7,0,0,0
Pierre Garcon,Was,5,155,0,0,0,0,0,0,2,19,0,0,113,1346,5,0,1,0
Anquan Boldin,SF,9,153,0,0,0,0,0,0,2,11,0,0,85,1179,7,0,0,0
Larry Fitzgerald,Ari,9,147,1,0,0,0,0,0,2,8,0,0,82,954,10,0,1,0
Keenan Allen,SD,8,143,0,0,0,0,0,0,0,0,0,0,71,1046,8,0,2,0
Julian Edelman,NE,10,137,0,0,0,0,0,0,2,11,0,0,105,1056,6,2,0,0
Torrey Smith,Bal,8,132,0,0,0,0,0,0,0,0,0,0,65,1128,4,1,0,0
T.Y. Hilton,Ind,8,132,0,0,0,0,0,0,2,6,0,0,82,1083,5,0,0,0
Wes Welker,Den,9,131,0,0,0,0,0,0,0,0,0,0,73,778,10,0,1,0
Marvin Jones,Cin,12,128,0,0,0,0,0,0,8,65,0,0,51,712,10,0,0,0
Michael Floyd,Ari,9,128,0,0,0,0,0,0,0,0,0,0,65,1041,5,0,0,0
Riley Cooper,Phi,12,128,0,0,0,0,0,0,0,18,0,0,47,835,8,2,0,0
Marques Colston,NO,7,118,0,0,0,0,0,0,0,0,0,0,75,943,5,0,0,0
Mike Wallace,Mia,6,117,0,0,0,0,0,0,3,33,0,0,73,930,5,0,0,0
Brian Hartline,Mia,6,117,0,0,0,0,0,0,0,0,0,0,76,1016,4,0,0,0
Victor Cruz,NYG,9,116,0,0,0,0,0,0,0,0,0,0,73,998,4,0,1,0
Kendall Wright,Ten,8,113,0,0,0,0,0,0,0,0,0,0,94,1079,2,0,0,0
Golden Tate,Sea,12,113,0,0,0,0,0,0,3,31,0,0,64,898,5,0,0,0
Jerricho Cotchery,Pit,5,113,0,0,0,0,0,0,1,-5,0,0,46,602,10,0,0,0
Harry Douglas,Atl,6,108,0,0,0,0,0,0,0,0,0,0,85,1067,2,0,2,0
Rod Streater,Oak,7,105,0,0,0,0,0,0,2,17,0,0,60,888,4,0,1,0
