name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Jacob Tamme,Atl,10,64,0,0,0,0,0,0,0,0,0,0,59,657,1,0,0,0
Coby Fleener,Ind,10,63,0,0,0,0,0,0,0,0,0,0,54,491,3,1,0,0
Crockett Gillmore,Bal,9,62,0,0,0,0,0,0,0,0,0,0,33,412,4,0,0,0
Owen Daniels,Den,7,62,0,0,0,0,0,0,0,0,0,0,46,517,3,0,0,0
Heath Miller,Pit,11,61,0,0,0,0,0,0,1,2,0,0,60,535,2,1,0,0
Will Tye,NYG,11,58,0,0,0,0,0,0,0,0,0,0,42,464,3,0,1,0
Martellus Bennett,Chi,7,56,0,0,0,0,0,0,0,0,0,0,53,439,3,0,0,0
Austin Seferian-Jenkins,TB,6,55,0,0,0,0,0,0,0,0,0,0,21,338,4,0,0,0
Brent Celek,Phi,8,53,0,0,0,0,0,0,0,0,0,0,27,398,3,0,0,0
Jordan Cameron,Mia,5,50,0,0,0,0,0,0,0,0,0,0,35,386,3,0,0,0
Clive Walford,Oak,6,46,0,0,0,0,0,0,0,0,0,0,28,329,3,0,0,0
Vance McDonald,SF,10,45,0,0,0,0,0,0,0,0,0,0,30,326,3,0,0,0
Scott Chandler,NE,4,45,0,0,0,0,0,0,0,0,0,0,23,259,4,0,0,0
Darren Fells,Ari,9,44,0,0,0,0,0,0,0,0,0,0,21,311,3,0,0,0
Jared Cook,Stl,6,42,0,0,0,0,0,0,0,0,0,0,39,481,0,1,1,0
Cameron Brate,TB,6,41,0,0,0,0,0,0,0,0,0,0,23,288,3,0,0,0
Anthony Fasano,Ten,4,36,0,0,0,0,0,0,0,0,0,0,26,289,2,0,0,0
Vernon Davis,SF,10,35,0,0,0,0,0,0,0,0,0,0,38,395,0,0,0,0
Ryan Griffin,Hou,9,33,0,0,0,0,0,0,0,0,0,0,20,251,2,0,0,0
Garrett Celek,SF,10,33,0,0,0,0,0,0,0,0,0,0,19,186,3,0,0,0
Lance Kendricks,Stl,6,31,0,0,0,0,0,0,0,0,0,0,25,245,2,0,0,0
Larry Donnell,NYG,11,30,0,0,0,0,0,0,0,0,0,0,29,223,2,0,0,0
Maxx Williams,Bal,9,29,0,0,0,0,0,0,0,0,0,0,32,268,1,0,0,0
Mychal Rivera,Oak,6,29,0,0,0,0,0,0,0,0,0,0,32,280,1,0,0,0
Luke Willson,Sea,9,22,0,0,0,0,0,0,0,0,0,0,17,213,1,0,0,0
Michael Hoomanawanui,NE,4,22,0,0,0,0,0,0,1,0,0,0,11,76,3,0,1,0
Jermaine Gresham,Ari,9,22,0,0,0,0,0,0,0,0,0,0,18,223,1,0,0,0
Josh Hill,NO,11,21,0,0,0,0,0,0,0,0,0,0,16,120,2,0,0,0
Craig Stevens,Ten,4,20,0,0,0,0,0,0,0,0,0,0,12,121,2,0,0,0
Clay Harbor,Jax,8,20,0,0,0,0,0,0,0,0,0,0,14,149,1,1,0,0
Ed Dickson,Car,5,20,0,0,0,0,0,0,0,0,0,0,17,121,2,0,0,0
Virgil Green,Den,7,19,0,0,0,0,0,0,0,0,0,0,12,173,1,0,0,0
Marcedes Lewis,Jax,8,17,0,0,0,0,0,0,0,0,0,0,16,226,0,0,0,0
Tyler Kroft,Cin,7,17,0,0,0,0,0,0,0,0,0,0,11,129,1,0,0,0
C.J. Fiedorowicz,Hou,9,16,0,0,0,0,0,0,0,0,0,0,17,167,1,0,1,0
Rhett Ellison,Min,5,16,0,0,0,0,0,0,0,0,0,0,11,124,1,0,0,0
Jake Stoneburner,Mia,5,15,0,0,0,0,0,0,0,0,0,0,5,47,2,0,0,0
Blake Bell,SF,10,15,0,0,0,0,0,0,0,0,0,0,15,186,0,0,0,0
Troy Niklas,Ari,9,14,0,0,0,0,0,0,0,0,0,0,4,33,2,0,0,0
Nick Boyle,Bal,9,14,0,0,0,0,0,0,0,0,0,0,18,153,0,1,0,0
Dion Sims,Mia,5,13,0,0,0,0,0,0,0,0,0,0,18,127,1,0,1,0
