name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Andrew Quarless,GB,9,43,0,0,0,0,0,0,0,0,0,0,29,323,3,0,0,0
Jordan Reed,Was,10,42,0,0,0,0,0,0,0,0,0,0,50,465,0,0,1,0
Anthony Fasano,KC,6,42,0,0,0,0,0,0,0,0,0,0,25,226,4,0,0,0
Jace Amaro,NYJ,11,41,0,0,0,0,0,0,0,0,0,0,38,345,2,0,0,0
Daniel Fells,NYG,8,38,0,0,0,0,0,0,0,0,0,0,16,188,4,0,1,0
John Carlson,Ari,4,36,0,0,0,0,0,0,0,0,0,0,33,350,1,1,0,0
Dion Sims,Mia,5,35,0,0,0,0,0,0,0,0,0,0,24,284,2,0,0,0
Brent Celek,Phi,7,33,0,0,0,0,0,0,0,0,0,0,32,340,1,0,1,0
Clay Harbor,Jax,11,32,0,0,0,0,0,0,0,0,0,0,26,289,1,0,0,0
Kyle Rudolph,Min,10,31,0,0,0,0,0,0,0,0,0,0,24,231,2,0,0,0
Richard Rodgers,GB,9,31,0,0,0,0,0,0,0,0,0,0,20,225,2,0,0,0
Gavin Escobar,Dal,11,31,0,0,0,0,0,0,0,0,0,0,9,105,4,0,0,0
Marcedes Lewis,Jax,11,30,0,0,0,0,0,0,0,0,0,0,18,206,2,0,0,0
Vernon Davis,SF,8,30,0,0,0,0,0,0,1,4,0,0,26,245,2,0,0,0
Levine Toilolo,Atl,9,29,0,0,0,0,0,0,0,0,0,0,31,238,2,0,1,0
Austin Seferian-Jenkins,TB,7,29,0,0,0,0,0,0,0,0,0,0,21,221,2,0,1,0
Chase Ford,Min,10,28,0,0,0,0,0,0,0,0,0,0,23,258,1,0,0,0
Cooper Helfet,Sea,0,27,0,0,0,0,0,0,0,0,0,0,12,185,2,0,0,0
Eric Ebron,Det,9,26,0,0,0,0,0,0,0,0,0,0,25,248,1,0,0,0
Jim Dray,Cle,4,26,0,0,0,0,0,0,0,0,0,0,17,242,1,0,0,0
Rhett Ellison,Min,10,24,0,0,0,0,0,0,0,0,0,0,19,208,1,1,0,0
Garrett Graham,Hou,10,23,0,0,0,0,0,0,0,0,0,0,18,197,1,0,0,0
Benjamin Watson,NO,6,20,0,0,0,0,0,0,0,0,0,0,20,136,2,0,0,0
Jack Doyle,Ind,10,20,0,0,0,0,0,0,0,0,0,0,18,118,2,0,0,0
Jacob Tamme,Den,4,19,0,0,0,0,0,0,0,0,0,0,14,109,2,0,1,0
Ladarius Green,SD,10,19,0,0,0,0,0,0,0,0,0,0,19,226,0,0,0,0
Tony Moeaki,Sea,0,18,0,0,0,0,0,0,0,0,0,0,8,134,1,0,0,0
Brandon Myers,TB,7,16,0,0,0,0,0,0,0,0,0,0,22,190,0,0,0,0
James Casey,Phi,7,16,0,0,0,0,0,0,0,0,0,0,3,59,2,0,0,0
Crockett Gillmore,Bal,11,15,0,0,0,0,0,0,0,0,0,0,10,121,1,0,0,0
Ed Dickson,Car,12,15,0,0,0,0,0,0,0,0,0,0,10,115,1,0,0,0
Joseph Fauria,Det,9,13,0,0,0,0,0,0,0,0,0,0,6,74,1,1,0,0
Gary Barnidge,Cle,4,13,0,0,0,0,0,0,0,0,0,0,13,156,0,0,0,0
Matt Spaeth,Pit,12,12,0,0,0,0,0,0,0,0,0,0,3,46,1,1,0,0
Dennis Pitta,Bal,11,12,0,0,0,0,0,0,0,0,0,0,16,125,0,0,0,0
Virgil Green,Den,4,12,0,0,0,0,0,0,2,3,0,0,6,74,1,0,0,0
