name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Rob Gronkowski,NE,7,233,0,0,0,0,0,0,1,2,1,0,90,1327,17,0,0,0
Jimmy Graham,NO,11,188,0,0,0,0,0,0,0,0,0,0,99,1310,11,0,1,0
Aaron Hernandez,NE,7,128,0,0,0,0,0,0,5,45,0,0,79,910,7,0,1,0
Tony Gonzalez,Atl,8,123,0,0,0,0,0,0,0,0,0,0,80,875,7,0,0,0
Jermichael Finley,GB,8,118,0,0,0,0,0,0,0,0,0,0,55,767,8,0,0,0
Jason Witten,Dal,5,117,0,0,0,0,0,0,0,0,0,0,79,942,5,0,0,0
Antonio Gates,SD,6,115,0,0,0,0,0,0,0,0,0,0,64,778,7,0,0,0
Vernon Davis,SF,7,106,0,0,0,0,0,0,2,-5,0,0,67,792,6,0,1,0
Dustin Keller,NYJ,8,105,0,0,0,0,0,0,0,0,0,0,65,815,5,0,1,0
Brent Celek,Phi,7,105,0,0,0,0,0,0,0,0,0,0,62,811,5,0,0,0
Brandon Pettigrew,Det,9,99,0,0,0,0,0,0,0,0,0,0,83,777,5,0,0,0
Fred Davis,Was,5,91,0,0,0,0,0,0,0,0,0,0,59,796,3,0,1,0
Jermaine Gresham,Cin,7,88,0,0,0,0,0,0,0,0,0,0,56,596,6,0,1,0
Kellen Winslow,TB,8,85,0,0,0,0,0,0,0,0,0,0,75,763,2,2,1,0
Jared Cook,Ten,6,85,0,0,0,0,0,0,0,0,0,0,49,759,3,0,2,0
Greg Olsen,Car,9,80,0,0,0,0,0,0,0,0,0,0,45,540,5,1,1,0
Owen Daniels,Hou,11,80,0,0,0,0,0,0,0,0,0,0,54,677,3,0,0,0
Jake Ballard,NYG,7,78,0,0,0,0,0,0,0,0,0,0,38,604,4,0,0,0
Ed Dickson,Bal,5,75,0,0,0,0,0,0,0,0,0,0,54,528,5,0,0,0
Anthony Fasano,Mia,5,69,0,0,0,0,0,0,0,0,0,0,32,451,5,0,0,0
Scott Chandler,Buf,7,69,0,0,0,0,0,0,0,0,0,0,38,389,6,0,1,0
Heath Miller,Pit,11,68,0,0,0,0,0,0,1,6,0,0,51,631,2,0,1,0
Tony Scheffler,Det,9,67,0,0,0,0,0,0,1,5,0,0,26,347,6,1,0,0
Joel Dreessen,Hou,11,65,0,0,0,0,0,0,0,0,0,0,28,353,6,0,0,0
Jeremy Shockey,Car,9,64,0,0,0,0,0,0,0,0,0,0,37,455,4,0,1,0
Visanthe Shiancoe,Min,9,53,0,0,0,0,0,0,0,0,0,0,36,409,3,0,0,0
Dennis Pitta,Bal,5,51,0,0,0,0,0,0,0,0,0,0,40,405,3,0,0,0
Evan Moore,Cle,5,49,0,0,0,0,0,0,0,0,0,0,34,324,4,0,0,0
Kevin Boss,Oak,8,49,0,0,0,0,0,0,0,0,0,0,28,368,3,0,0,0
Kellen Davis,Chi,8,48,0,0,0,0,0,0,0,0,0,0,18,206,5,0,0,0
Benjamin Watson,Cle,5,47,0,0,0,0,0,0,0,0,0,0,37,410,2,0,0,0
Dallas Clark,Ind,11,42,0,0,0,0,0,0,0,0,0,0,34,352,2,0,1,0
Jeff King,Ari,6,40,0,0,0,0,0,0,0,0,0,0,27,271,3,0,0,0
Marcedes Lewis,Jax,9,39,0,0,0,0,0,0,0,0,0,0,39,460,0,0,0,0
Charles Clay,Mia,5,38,0,0,0,0,0,0,0,0,0,0,16,233,3,0,0,0
Kyle Rudolph,Min,9,37,0,0,0,0,0,0,0,0,0,0,26,249,3,0,0,0
Daniel Fells,Den,6,37,0,0,0,0,0,0,0,0,0,0,19,256,3,0,1,0
Delanie Walker,SF,7,35,0,0,0,0,0,0,3,5,0,0,19,198,3,0,0,0
Todd Heap,Ari,6,31,0,0,0,0,0,0,0,0,0,0,24,283,1,0,0,0
James Casey,Hou,11,30,0,0,0,0,0,0,1,11,0,0,18,260,1,0,0,0
Lance Kendricks,Stl,5,28,0,0,0,0,0,0,1,-8,0,0,28,352,0,0,1,0
Jed Collins,NO,11,27,0,0,0,0,0,0,4,4,2,0,11,50,2,0,0,0
Leonard Pope,KC,6,24,0,0,0,0,0,0,0,0,0,0,24,247,1,0,0,0
Jacob Tamme,Ind,11,21,0,0,0,0,0,0,0,0,0,0,19,177,1,0,0,0
Randy McMichael,SD,6,21,0,0,0,0,0,0,0,0,0,0,30,271,0,0,0,0
Craig Stevens,Ten,6,19,0,0,0,0,0,0,0,0,0,0,9,166,1,0,0,0
Zach Miller,Sea,6,18,0,0,0,0,0,0,0,0,0,0,25,233,0,0,0,0
Clay Harbor,Phi,7,17,0,0,0,0,0,0,0,0,0,0,13,163,1,0,0,0
Matt Spaeth,Chi,8,14,0,0,0,0,0,0,0,0,0,0,7,50,2,0,0,0
Alex Smith,Cle,5,14,0,0,0,0,0,0,0,0,0,0,14,131,1,0,0,0
Travis Beckum,NYG,7,14,0,0,0,0,0,0,0,0,0,0,5,93,1,0,0,0
Brandon Myers,Oak,8,12,0,0,0,0,0,0,0,0,0,0,16,151,0,0,0,0
Anthony McCoy,Sea,6,12,0,0,0,0,0,0,0,0,0,0,13,146,0,0,0,0
John Phillips,Dal,5,11,0,0,0,0,0,0,0,0,0,0,15,101,1,0,0,0
Bear Pascoe,NYG,7,10,0,0,0,0,0,0,0,0,0,0,12,136,0,0,0,0
David Johnson,Pit,11,10,0,0,0,0,0,0,0,0,0,0,12,91,1,0,0,0
Martellus Bennett,Dal,5,10,0,0,0,0,0,0,0,0,0,0,17,144,0,0,0,0
Dante Rosario,Mia,5,9,0,0,0,0,0,0,0,0,0,0,7,117,0,0,0,0
Logan Paulsen,Was,5,9,0,0,0,0,0,0,0,0,0,0,11,138,0,0,0,0
Zach Miller,Jax,9,9,0,0,0,0,0,0,0,0,0,0,4,42,1,0,0,0
