name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
DeMarco Murray,Dal,11,287,0,0,0,0,0,0,392,1845,13,0,57,416,0,0,5,0
Le'Veon Bell,Pit,12,272,0,0,0,0,0,0,290,1361,8,0,83,854,3,0,0,0
Marshawn Lynch,Sea,0,255,0,0,0,0,0,0,280,1306,13,0,37,367,4,0,2,0
Matt Forte,Chi,9,233,0,0,0,0,0,0,266,1038,6,1,102,808,4,1,2,0
Arian Foster,Hou,10,227,1,1,5,1,0,0,260,1246,8,0,38,327,5,0,2,0
Eddie Lacy,GB,9,218,0,0,0,0,0,0,246,1139,9,0,42,427,4,0,2,0
Jamaal Charles,KC,6,200,0,0,0,0,0,0,206,1033,9,0,40,291,5,0,3,0
Justin Forsett,Bal,11,189,0,0,0,0,0,0,235,1266,8,1,44,263,0,0,0,0
Lamar Miller,Mia,5,174,0,0,0,0,0,0,216,1099,8,0,38,275,1,0,3,0
Jeremy Hill,Cin,4,173,0,0,0,0,0,0,222,1124,9,0,27,215,0,0,2,0
C.J. Anderson,Den,4,167,0,0,0,0,0,0,179,849,8,0,34,324,2,0,0,0
LeSean McCoy,Phi,7,161,0,0,0,0,0,0,312,1319,5,0,28,155,0,0,3,0
Alfred Morris,Was,10,159,0,0,0,0,0,0,265,1074,8,0,17,155,0,0,0,0
Mark Ingram,NO,6,155,0,0,0,0,0,0,226,964,9,0,29,145,0,0,1,0
Joique Bell,Det,9,155,0,0,0,0,0,0,223,860,7,0,34,322,1,0,1,0
Matt Asiata,Min,10,140,0,0,0,0,0,0,164,570,9,2,44,312,1,0,1,0
Frank Gore,SF,8,137,0,0,0,0,0,0,255,1106,4,0,11,111,1,0,2,0
Giovani Bernard,Cin,4,132,0,0,0,0,0,0,168,680,5,0,43,349,2,0,0,0
Chris Ivory,NYJ,11,125,0,0,0,0,0,0,198,821,6,0,18,123,1,0,1,0
Andre Ellington,Ari,4,124,0,0,0,0,0,0,201,660,3,0,46,395,2,0,2,0
Andre Williams,NYG,8,115,0,0,0,0,0,0,217,721,7,0,18,130,0,0,0,0
Tre Mason,Stl,4,112,0,0,0,0,0,0,179,765,4,0,16,148,1,0,1,0
Jonathan Stewart,Car,12,111,0,0,0,0,0,0,175,809,3,0,25,181,1,0,1,0
Steven Jackson,Atl,9,111,0,0,0,0,0,0,190,707,6,0,20,148,0,0,0,0
Fred Jackson,Buf,9,110,1,0,0,0,0,0,141,525,2,1,66,501,1,0,0,0
Ahmad Bradshaw,Ind,10,110,0,0,0,0,0,0,90,425,2,0,38,300,6,0,2,0
Isaiah Crowell,Cle,4,105,0,0,0,0,0,0,148,607,8,0,9,87,0,0,2,0
Shane Vereen,NE,10,101,0,0,0,0,0,0,96,391,2,0,52,447,3,0,0,0
Rashad Jennings,NYG,8,101,0,0,0,0,0,0,167,639,4,0,30,226,0,0,1,0
Branden Oliver,SD,10,98,0,0,0,0,0,0,160,582,3,0,36,271,1,0,0,0
Darren Sproles,Phi,7,96,0,0,0,0,0,0,57,329,6,0,40,387,0,0,1,0
Terrance West,Cle,4,95,0,0,0,0,0,0,171,673,4,0,11,64,1,0,1,0
Knile Davis,KC,6,91,0,0,0,0,0,0,134,463,6,0,16,147,1,0,2,0
Chris Johnson,NYJ,11,83,0,0,0,0,0,0,155,663,1,0,24,151,1,0,1,0
Trent Richardson,Ind,10,82,0,0,0,0,0,0,159,519,3,0,27,229,0,0,1,0
LeGarrette Blount,Pit,12,78,0,0,0,0,0,0,125,547,5,0,10,54,0,0,1,0
Roy Helu,Was,10,76,0,0,0,0,0,0,40,216,1,0,42,477,2,0,1,0
Bobby Rainey,TB,7,74,1,0,0,0,0,0,94,406,1,0,33,315,1,0,3,0
Ronnie Hillman,Den,4,73,0,0,0,0,0,0,106,434,3,0,21,139,1,0,0,0
Alfred Blue,Hou,10,73,0,0,0,0,0,0,169,528,2,0,15,113,1,0,0,0
Darren McFadden,Oak,5,72,1,0,0,0,0,0,155,534,2,0,36,212,0,0,1,0
Benny Cunningham,Stl,4,69,0,0,0,0,0,0,66,246,3,0,45,352,1,0,2,0
Pierre Thomas,NO,6,68,0,0,0,0,0,0,45,222,2,0,45,378,1,0,0,0
Jonas Gray,NE,10,68,0,0,0,0,0,0,89,412,5,0,1,7,0,0,0,0
Bishop Sankey,Ten,9,66,0,0,0,0,0,0,152,569,2,0,18,133,0,0,2,0
Ben Tate,Min,10,61,0,0,0,0,0,0,119,371,4,0,9,60,0,0,0,0
Antone Smith,Atl,9,61,0,0,0,0,0,0,23,144,2,0,13,222,3,0,1,0
Latavius Murray,Oak,5,61,0,0,0,0,0,0,82,424,2,0,17,143,0,0,0,0
Jerick McKinnon,Min,10,60,0,0,0,0,0,0,113,538,0,0,27,135,0,0,0,0
Lorenzo Taliaferro,Bal,11,58,0,0,0,0,0,0,68,292,4,0,8,114,0,0,1,0
Doug Martin,TB,7,58,0,0,0,0,0,0,134,494,2,0,13,64,0,0,0,0
Reggie Bush,Det,9,57,0,0,0,0,0,0,76,297,2,0,40,253,0,0,0,0
Theo Riddick,Det,9,55,0,0,0,0,0,0,20,51,0,0,34,316,4,0,0,0
Ryan Mathews,SD,10,54,0,0,0,0,0,0,74,330,3,0,9,69,0,0,0,0
Carlos Hyde,SF,8,53,0,0,0,0,0,0,83,333,4,0,12,68,0,0,1,0
Anthony Dixon,Buf,9,52,0,0,0,0,0,0,105,432,2,0,8,49,0,0,0,0
Khiry Robinson,NO,6,51,0,0,0,0,0,0,76,362,3,0,8,63,0,0,2,0
Robert Turbin,Sea,0,50,0,0,0,0,0,0,74,310,0,0,16,186,2,0,1,0
James Starks,GB,9,50,0,0,0,0,0,0,85,333,2,0,18,140,0,0,0,0
Dan Herron,Ind,10,49,0,0,0,0,0,0,78,351,1,0,21,173,0,0,2,0
Toby Gerhart,Jax,11,49,0,0,0,0,0,0,101,326,2,0,20,186,0,0,1,0
Stepfan Taylor,Ari,4,47,0,0,0,0,0,0,63,208,1,1,11,79,3,0,0,0
Shonn Greene,Ten,9,47,0,0,0,0,0,0,94,392,2,0,1,13,0,0,1,0
Devonta Freeman,Atl,9,45,0,0,0,0,0,0,65,248,1,0,30,225,1,0,1,0
Stevan Ridley,NE,10,44,0,0,0,0,0,0,94,340,2,0,4,20,0,0,0,0
Joseph Randle,Dal,11,44,0,0,0,0,0,0,51,343,3,0,4,23,0,0,2,0
Bernard Pierce,Bal,11,43,0,0,0,0,0,0,93,366,2,0,2,13,0,0,1,0
Jordan Todman,Jax,11,41,0,0,0,0,0,0,32,186,1,0,25,198,1,0,0,0
Juwan Thompson,Den,4,41,0,0,0,0,0,0,54,272,3,0,4,25,0,0,0,0
Zac Stacy,Stl,4,41,0,0,0,0,0,0,76,293,1,0,18,152,0,0,2,0
C.J. Spiller,Buf,9,40,0,0,0,0,0,0,78,300,0,0,19,125,1,0,1,0
Chris Polk,Phi,7,39,0,0,0,0,0,0,46,172,4,0,2,16,0,0,0,0
Jacquizz Rodgers,Atl,9,38,0,0,0,0,0,0,58,217,1,0,29,173,1,0,0,0
Charles Sims,TB,7,36,0,0,0,0,0,0,66,185,1,0,19,190,0,0,1,0
Darrel Young,Was,10,35,0,0,0,0,0,0,9,22,3,0,11,81,2,0,0,0
Daniel Thomas,Mia,5,34,0,0,0,0,0,0,44,168,2,1,13,121,0,0,1,0
Donald Brown,SD,10,33,0,0,0,0,0,0,85,223,0,0,29,211,0,0,0,0
Damien Williams,Mia,5,30,0,0,0,0,0,0,36,122,0,0,21,187,1,0,0,0
Dexter McCluster,Ten,9,29,0,0,0,0,0,0,40,131,0,0,26,197,1,0,1,0
Leon Washington,Ten,9,28,0,0,0,0,0,0,13,57,0,0,22,159,2,0,1,0
Travaris Cadet,NO,6,28,0,0,0,0,0,0,10,32,0,0,38,296,1,0,2,0
Fozzy Whittaker,Car,12,27,0,0,0,0,0,0,32,145,1,0,5,60,1,0,0,0
Bryce Brown,Buf,9,26,0,0,0,0,0,0,36,126,0,0,16,176,0,0,1,0
Kerwynn Williams,Ari,4,24,0,0,0,0,0,0,53,246,0,0,2,11,0,0,0,0
DeAngelo Williams,Car,12,24,0,0,0,0,0,0,62,219,0,0,5,44,0,0,1,0
De'Anthony Thomas,KC,6,24,0,0,0,0,0,0,14,113,1,0,23,156,0,0,0,0
Lance Dunbar,Dal,11,24,0,0,0,0,0,0,29,99,0,0,18,217,0,0,0,0
Montee Ball,Den,4,24,0,0,0,0,0,0,55,172,1,0,9,62,0,0,1,0
Bilal Powell,NYJ,11,21,0,0,0,0,0,0,33,141,1,0,11,92,0,0,0,0
Silas Redd,Was,10,20,0,0,0,0,0,0,16,75,1,0,8,107,0,0,0,0
Knowshon Moreno,Mia,5,20,0,0,0,0,0,0,31,148,1,0,1,8,0,0,0,0
Jonathan Grimes,Hou,10,19,0,0,0,0,0,0,39,153,0,0,6,86,0,0,0,0
Joe McKnight,KC,6,18,0,0,0,0,0,0,1,3,0,0,6,64,2,0,0,0
Kyle Juszczyk,Bal,11,18,0,0,0,0,0,0,0,0,0,0,19,182,1,0,2,0
Storm Johnson,Jax,11,18,0,0,0,0,0,0,29,86,2,0,1,-4,0,0,0,0
Christine Michael,Sea,0,16,0,0,0,0,0,0,34,175,0,0,1,12,0,0,0,0
Peyton Hillis,NYG,8,16,0,0,0,0,0,0,26,115,0,0,10,87,0,0,0,0
Ka'Deem Carey,Chi,9,16,0,0,0,0,0,0,36,158,0,0,5,57,0,0,0,0
Zurlon Tipton,Ind,10,14,0,0,0,0,0,0,10,18,0,0,6,68,1,0,0,0
Mike Tolbert,Car,12,13,0,0,0,0,0,0,37,78,0,0,12,93,0,0,0,0
