name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Bilal Powell,NYJ,9,72,0,0,0,0,0,0,110,437,4,0,17,140,0,0,0,0
Jonathan Dwyer,Pit,4,71,0,0,0,0,0,0,156,623,2,0,18,106,0,0,2,0
Bryce Brown,Phi,7,71,0,0,0,0,0,0,115,564,4,0,13,56,0,0,3,0
Michael Bush,Chi,6,68,0,0,0,0,0,0,114,411,5,0,9,83,0,0,1,0
LaRod Stephens-Howling,Ari,10,65,0,0,0,0,0,0,110,356,4,0,17,106,0,0,0,0
Isaac Redman,Pit,4,65,0,0,0,0,0,0,110,410,2,0,19,244,0,0,3,0
David Wilson,NYG,11,62,0,0,0,0,0,0,71,358,4,0,4,34,1,0,1,0
Daniel Thomas,Mia,7,61,0,0,0,0,0,0,91,325,4,0,15,156,0,0,2,0
Jackie Battle,SD,7,59,0,0,0,0,0,0,95,311,3,0,15,108,1,0,0,0
Shane Vereen,NE,9,58,0,0,0,0,0,0,62,251,3,0,8,149,1,0,1,0
Maurice Jones-Drew,Jax,6,56,0,0,0,0,0,0,86,414,1,0,14,86,1,0,0,0
Bernard Pierce,Bal,8,55,0,0,0,0,0,0,108,532,1,0,7,47,0,0,0,0
Jonathan Stewart,Car,6,54,0,0,0,0,0,0,93,336,1,0,17,157,1,0,0,0
Daryl Richardson,Stl,9,52,0,0,0,0,0,0,98,475,0,1,24,163,0,0,2,0
Donald Brown,Ind,4,52,0,0,0,0,0,0,108,417,1,1,9,93,0,0,0,0
Alexander Green,GB,10,51,0,0,0,0,0,0,135,464,0,0,18,125,0,0,0,0
Beanie Wells,Ari,10,50,0,0,0,0,0,0,88,234,5,0,1,24,0,0,1,0
Rashad Jennings,Jax,6,48,0,0,0,0,0,0,101,283,2,0,19,130,0,1,1,0
Kendall Hunter,SF,9,47,0,0,0,0,0,0,72,371,2,0,9,60,0,0,1,0
Dexter McCluster,KC,7,46,0,0,0,0,0,0,12,70,0,0,52,452,1,0,2,0
Ronnie Brown,SD,7,45,0,0,0,0,0,0,46,220,0,0,49,371,0,0,0,0
Robert Turbin,Sea,11,42,0,0,0,0,0,0,80,354,0,0,19,181,0,0,0,0
Mike Goodson,Oak,5,42,0,0,0,0,0,0,35,221,0,0,16,195,1,0,0,0
Shaun Draughn,KC,7,42,0,0,0,0,0,0,59,233,2,0,24,158,0,0,1,0
Justin Forsett,Hou,8,39,0,0,0,0,0,0,63,374,1,0,3,38,0,0,0,0
Ben Tate,Hou,8,37,0,0,0,0,0,0,65,279,2,0,11,49,0,0,1,0
Brandon Bolden,NE,9,37,0,0,0,0,0,0,56,274,2,0,2,11,0,0,0,0
Cedric Benson,GB,10,37,0,0,0,0,0,0,71,248,1,0,14,97,0,0,0,0
Montell Owens,Jax,6,36,0,0,0,0,0,0,42,209,1,1,8,113,0,0,0,0
Cedric Peerman,Cin,8,35,0,0,0,0,0,0,36,258,1,0,9,85,0,0,0,0
Ronnie Hillman,Den,7,35,0,0,0,0,0,0,85,330,1,0,10,62,0,0,1,0
Chris Ivory,NO,6,32,0,0,0,0,0,0,40,217,2,0,2,15,0,0,0,0
Peyton Hillis,KC,7,32,1,0,0,0,0,0,85,309,1,0,10,62,0,0,2,0
James Starks,GB,10,30,0,0,0,0,0,0,71,255,1,0,4,31,0,0,0,0
Lamar Miller,Mia,7,30,0,0,0,0,0,0,51,250,1,0,6,45,0,0,0,0
William Powell,Ari,10,29,0,0,0,0,0,0,60,217,0,0,19,132,0,0,0,0
Delone Carter,Ind,4,29,0,0,0,0,0,0,32,122,3,0,1,13,0,0,0,0
Montario Hardesty,Cle,10,28,0,0,0,0,0,0,65,271,1,0,2,16,0,0,0,0
Lance Ball,Den,7,28,0,0,0,0,0,0,42,158,1,0,7,61,1,0,1,0
Kevin Smith,Det,5,27,0,0,0,0,0,0,37,134,1,0,10,79,1,0,0,0
DuJuan Harris,GB,10,27,0,0,0,0,0,0,34,157,2,0,2,17,0,0,0,0
Toby Gerhart,Min,11,27,0,0,0,0,0,0,50,169,1,0,20,155,0,0,2,0
Jorvorskie Lane,Mia,7,26,0,0,0,0,0,0,13,13,2,0,11,79,1,1,1,0
Ryan Grant,GB,10,26,0,0,0,0,0,0,32,132,2,0,1,34,0,0,1,0
Evan Royster,Was,10,25,0,0,0,0,0,0,23,88,2,0,15,109,0,0,0,0
Rashard Mendenhall,Pit,4,25,0,0,0,0,0,0,51,182,0,0,9,62,1,0,1,0
Michael Robinson,Sea,11,24,0,0,0,0,0,0,12,49,0,0,13,126,2,0,0,0
Darrel Young,Was,10,23,0,0,0,0,0,0,14,60,0,0,8,109,2,0,0,0
Tashard Choice,Buf,8,23,0,0,0,0,0,0,47,193,1,0,4,9,0,0,0,0
Jason Snelling,Atl,7,22,0,0,0,0,0,0,18,63,0,0,31,203,1,0,1,0
LeGarrette Blount,TB,5,22,0,0,0,0,0,0,41,151,2,0,1,2,0,0,0,0
Chris Rainey,Pit,4,20,0,0,0,0,0,0,26,102,2,0,14,60,0,0,1,0
John Kuhn,GB,10,19,0,0,0,0,0,0,23,63,1,0,15,148,0,0,0,0
Jacob Hester,Den,7,19,0,0,0,0,0,0,17,81,2,0,1,7,0,0,0,0
Jamie Harper,Ten,11,19,0,0,0,0,0,0,19,30,3,0,1,8,0,0,0,0
Armando Allen,Chi,6,17,0,0,0,0,0,0,27,124,1,0,2,16,0,0,0,0
Jalen Parmele,Jax,6,16,0,0,0,0,0,0,40,143,0,0,7,60,0,0,0,0
Vonta Leach,Bal,8,16,0,0,0,0,0,0,9,32,1,0,21,143,0,0,0,0
Curtis Brinkley,SD,7,16,0,0,0,0,0,0,39,115,0,0,12,77,0,0,0,0
Ryan Williams,Ari,10,15,0,0,0,0,0,0,58,164,0,0,7,44,0,0,2,0
Anthony Dixon,SF,9,15,0,0,0,0,0,0,21,78,2,0,0,0,0,0,0,0
Chris Ogbonnaya,Cle,10,14,0,0,0,0,0,0,8,30,0,0,24,187,0,0,1,0
