name,team,bye,fpts,passAtt,passCmp,passYds,passTds,passInt,pass2pt,rushAtt,rushYds,rushTd,rush2pt,rcvRec,rcvYds,rcvTds,rcv2pt,fumLost,fumTd
Derrick Ward,Hou,7,54,0,0,0,0,0,0,50,315,4,0,7,61,0,0,0,0
Pierre Thomas,NO,10,54,0,0,0,0,0,0,83,269,2,0,29,201,0,0,0,0
Correll Buckhalter,Den,9,53,0,0,0,0,0,0,59,147,2,0,28,240,2,0,1,0
Beanie Wells,Ari,6,51,0,0,0,0,0,0,116,397,2,0,5,74,0,0,0,0
Chester Taylor,Chi,8,50,0,0,0,0,0,0,112,267,3,0,20,139,0,0,0,0
Javarris James,Ind,7,48,0,0,0,0,0,0,46,112,6,0,9,63,0,0,1,0
Tashard Choice,Dal,4,45,0,0,0,0,0,0,66,243,3,0,17,109,0,0,1,0
DeAngelo Williams,Car,6,43,0,0,0,0,0,0,87,361,1,0,11,61,0,0,1,0
Toby Gerhart,Min,4,42,0,0,0,0,0,0,81,322,1,0,21,167,0,0,3,0
Jerome Harrison,Phi,8,39,0,0,0,0,0,0,71,330,1,0,12,85,0,0,1,0
C.J. Spiller,Buf,6,38,0,0,0,0,0,0,74,283,0,0,24,157,1,0,3,0
Clinton Portis,Was,9,37,0,0,0,0,0,0,54,227,2,0,5,55,0,0,0,0
Reggie Bush,NO,10,37,0,0,0,0,0,0,36,150,0,0,34,208,1,0,1,0
Bernard Scott,Cin,6,35,0,0,0,0,0,0,61,299,1,0,11,60,0,0,1,0
Earnest Graham,TB,4,35,1,1,2,1,0,0,20,99,1,0,16,130,1,0,1,0
Ladell Betts,NO,10,35,0,0,0,0,0,0,45,150,2,0,23,141,0,0,1,0
Isaac Redman,Pit,5,33,0,0,0,0,0,0,52,247,0,0,9,72,2,0,0,0
Anthony Dixon,SF,9,33,0,0,0,0,0,0,70,237,2,0,5,11,0,0,0,0
Javon Ringer,Ten,9,31,0,0,0,0,0,0,51,239,2,0,7,44,0,0,0,0
Kenneth Darby,Stl,9,27,0,0,0,0,0,0,34,107,2,0,10,61,1,0,0,0
Dexter McCluster,KC,4,26,0,0,0,0,0,0,18,71,0,0,21,209,1,0,1,0
Mewelde Moore,Pit,5,25,0,0,0,0,0,0,33,99,0,2,26,205,0,0,0,0
Mike Hart,Ind,7,24,0,0,0,0,0,0,43,185,1,0,6,25,0,0,0,0
LaRod Stephens-Howling,Ari,6,22,0,0,0,0,0,0,23,113,1,0,16,111,0,0,0,0
Kevin Smith,Det,7,21,0,0,0,0,0,0,34,133,0,0,11,123,0,0,0,0
Brian Leonard,Cin,6,21,0,0,0,0,0,0,9,61,0,0,20,137,1,0,0,0
Julius Jones,Sea,5,20,0,0,0,0,0,0,60,223,0,0,17,59,0,0,1,0
Patrick Cobbs,Mia,5,20,0,0,0,0,0,0,4,0,0,0,8,91,2,0,0,0
Joe McKnight,NYJ,7,18,0,0,0,0,0,0,39,189,0,0,3,20,0,0,0,0
Jacob Hester,SD,10,18,0,0,0,0,0,0,26,60,0,0,22,145,1,0,0,0
Mike Sellers,Was,9,17,0,0,0,0,0,0,4,2,0,0,20,224,0,1,0,0
Leon Washington,Sea,5,16,0,0,0,0,0,0,27,100,1,0,9,79,0,0,1,0
Ovie Mughelli,Atl,8,16,0,0,0,0,0,0,13,36,0,0,13,126,1,0,0,0
Owen Schmitt,Phi,8,15,0,0,0,0,0,0,0,0,0,0,19,136,1,0,0,0
Dominic Rhodes,Ind,7,14,0,0,0,0,0,0,37,172,0,0,1,4,0,0,1,0
Deji Karim,Jax,9,14,0,0,0,0,0,0,35,160,0,0,3,10,0,0,0,0
Lance Ball,Den,9,14,0,0,0,0,0,0,41,158,0,0,3,16,0,0,0,0
Fred Taylor,NE,5,13,0,0,0,0,0,0,43,155,0,0,2,6,0,0,0,0
Tyrell Sutton,Car,6,12,0,0,0,0,0,0,13,71,0,0,12,70,0,0,0,0
Le'Ron McClain,Bal,8,12,0,0,0,0,0,0,28,85,0,0,21,134,0,0,0,0
D.J. Ware,NYG,8,11,0,0,0,0,0,0,20,73,0,0,7,67,0,0,0,0
Lousaka Polite,Mia,5,11,0,0,0,0,0,0,26,62,1,0,12,61,0,0,0,0
James Starks,GB,10,10,0,0,0,0,0,0,29,101,0,0,2,15,0,0,0,0
Laurence Maroney,Den,9,10,0,0,0,0,0,0,36,74,0,0,4,50,0,0,0,0
John Conner,NYJ,7,10,0,0,0,0,0,0,8,44,1,0,2,9,0,0,0,0
Mike Bell,Phi,8,10,0,0,0,0,0,0,47,99,0,0,7,67,0,0,0,0
Dimitri Nance,GB,10,9,0,0,0,0,0,0,36,95,0,0,3,30,0,0,0,0
Chris Gronkowski,Dal,4,9,0,0,0,0,0,0,5,17,0,0,7,35,1,0,0,0
